"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies.cypher"
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.tracing",0.9,19,1,"AbstractEventProcessor$Builder->NoOpSpanFactory,AbstractEventProcessor$Builder->SpanFactory,EventProcessorSpanFactory->Span,DefaultEventProcessorSpanFactory$Builder->SpanFactory,SimpleEventBus$Builder->SpanFactory,EventBusSpanFactory->Span,AbstractEventBus->Span,AbstractEventBus->SpanScope,DefaultEventBusSpanFactory$Builder->SpanFactory","NestingSpanFactory->EventMessage",""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.messaging.responsetypes",0.8823529411764706,16,1,"GenericStreamingQueryMessage->PublisherResponseType,GenericStreamingQueryMessage->ResponseType,QueryMessage->ResponseType,StreamingQueryMessage->ResponseType,GenericQueryMessage->ResponseType,DefaultQueryGateway->ResponseType,QueryGateway->ResponseType,QueryGateway->ResponseTypes,SimpleQueryBus->ResponseType","ConvertingResponseMessage->QueryResponseMessage",""
"axon-messaging-4.10.0","org.axonframework.queryhandling","axon-messaging-4.10.0","org.axonframework.tracing",0.875,15,1,"DefaultQueryBusSpanFactory$Builder->SpanFactory,DefaultQueryUpdateEmitterSpanFactory->Span,DefaultQueryUpdateEmitterSpanFactory->SpanFactory,SimpleQueryUpdateEmitter$Builder->SpanFactory,SimpleQueryUpdateEmitter$Builder->NoOpSpanFactory,QueryBusSpanFactory->Span,SimpleQueryBus->SpanScope,SimpleQueryBus->Span,DefaultQueryUpdateEmitterSpanFactory$Builder->SpanFactory","SpanUtils->QueryMessage",""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.messaging",0.8571428571428571,39,3,"TrackingEventProcessor->StreamableMessageSource,TrackingEventProcessor->InterceptorChain,MultiStreamableMessageSource->StreamableMessageSource,StreamingEventProcessor->StreamableMessageSource,MultiStreamableMessageSource$Builder->StreamableMessageSource,DomainEventMessage->Message,GenericTrackedDomainEventMessage->Message,MultiStreamableMessageSource$IdentifiedStreamableMessageSource->StreamableMessageSource,GenericEventMessage->Message","StreamableMessageSource->TrackingToken,Headers->DomainEventMessage,Headers->EventMessage",""
"axon-messaging-4.10.0","org.axonframework.eventhandling","axon-messaging-4.10.0","org.axonframework.messaging.annotation",0.84,23,2,"TimestampParameterResolverFactory->AbstractAnnotatedParameterResolverFactory,TimestampParameterResolverFactory->ParameterResolver,SimpleEventHandlerInvoker$Builder->HandlerDefinition,SimpleEventHandlerInvoker$Builder->ParameterResolverFactory,SequenceNumberParameterResolverFactory->ParameterResolver,SequenceNumberParameterResolverFactory->AbstractAnnotatedParameterResolverFactory,EventHandler->MessageHandler,ConcludesBatchParameterResolverFactory->AbstractAnnotatedParameterResolverFactory,ConcludesBatchParameterResolverFactory->ParameterResolver","AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver->DomainEventMessage,SourceIdParameterResolverFactory$SourceIdParameterResolver->DomainEventMessage",""
"axon-messaging-4.10.0","org.axonframework.deadline","axon-messaging-4.10.0","org.axonframework.tracing",0.8,9,1,"DeadlineManagerSpanFactory->Span,DefaultDeadlineManagerSpanFactory$Builder->SpanFactory,DefaultDeadlineManagerSpanFactory->SpanFactory,DefaultDeadlineManagerSpanFactory->Span,SimpleDeadlineManager$Builder->NoOpSpanFactory,SimpleDeadlineManager$Builder->SpanFactory,SimpleDeadlineManager$DeadlineTask->Span,SimpleDeadlineManager$DeadlineTask->SpanScope,SimpleDeadlineManager->Span","SpanUtils->DeadlineMessage",""
"axon-messaging-4.10.0","org.axonframework.commandhandling","axon-messaging-4.10.0","org.axonframework.tracing",0.7777777777777778,8,1,"CommandBusSpanFactory->Span,SimpleCommandBus->Span,AsynchronousCommandBus$Builder->SpanFactory,DefaultCommandBusSpanFactory$Builder->SpanFactory,SimpleCommandBus$Builder->NoOpSpanFactory,SimpleCommandBus$Builder->SpanFactory,DefaultCommandBusSpanFactory->Span,DefaultCommandBusSpanFactory->SpanFactory","SpanUtils->CommandMessage",""
"axon-eventsourcing-4.10.0","org.axonframework.eventsourcing","axon-eventsourcing-4.10.0","org.axonframework.eventsourcing.eventstore",0.7777777777777778,16,2,"EventStreamUtils->DomainEventStream,AbstractSnapshotter$Builder->EventStore,AbstractSnapshotter->DomainEventStream,AbstractSnapshotter->EventStore,AbstractSnapshotter$CreateSnapshotTask->DomainEventStream,AbstractSnapshotter$CreateSnapshotTask->EventStore,EventSourcingRepository->DomainEventStream,EventSourcingRepository->EventStore,EventSourcedAggregate->DomainEventStream","DomainEventStream->EventStreamUtils,AbstractEventStorageEngine->EventStreamUtils",""
"axon-messaging-4.10.0","org.axonframework.commandhandling.callbacks","axon-messaging-4.10.0","org.axonframework.commandhandling",0.7333333333333333,13,2,"FailureLoggingCallback->CommandResultMessage,FailureLoggingCallback->CommandCallback,FailureLoggingCallback->CommandMessage,LoggingCallback->CommandCallback,LoggingCallback->CommandMessage,LoggingCallback->CommandResultMessage,FutureCallback->GenericCommandResultMessage,FutureCallback->CommandCallback,FutureCallback->CommandResultMessage","SimpleCommandBus$Builder->NoOpCallback,SimpleCommandBus$Builder->LoggingCallback",""
"axon-server-connector-4.10.0","org.axonframework.axonserver.connector.util","axon-server-connector-4.10.0","org.axonframework.axonserver.connector",0.6666666666666666,5,1,"PriorityExecutorService->PriorityRunnable,PriorityExecutorService->PriorityCallable,ExecutorServiceBuilder->AxonServerConfiguration,FlowControllingStreamObserver->AxonServerConfiguration,FlowControllingStreamObserver->AxonServerConfiguration$FlowControlConfiguration","ErrorCode->ExceptionSerializer",""
