"externalSecondLevelPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_overall.cypher"
"javax.annotation",76,342,374,1730,114,1440,"Nonnull,Nullable,PreDestroy",""
"org.slf4j",66,142,255,717,114,1440,"Logger,LoggerFactory",""
"com.fasterxml",15,33,89,199,114,1440,"JsonTypeInfo,JsonTypeInfo$Id,JsonGetter,JsonProperty,JsonCreator,JsonTypeInfo$As,JsonIgnore,ObjectMapper,JsonNode",""
"javax.persistence",15,27,82,311,114,1440,"Id,IdClass,MappedSuperclass,Index,Table,Entity,EntityExistsException,TypedQuery,Query",""
"jakarta.persistence",10,25,73,299,114,1440,"MappedSuperclass,IdClass,Id,Entity,Index,Table,EntityExistsException,TypedQuery,Query",""
"io.axoniq",9,67,198,984,114,1440,"NodeInfo,NodeInfo$Builder,ErrorMessage$Builder,ErrorMessage,InstructionAck$Builder,InstructionAck,AxonServerConnection,AxonServerConnectionFactory,ContextConnection",""
"org.springframework",8,53,245,528,114,1440,"ConfigurationProperties,Status,AbstractHealthIndicator,Health$Builder,SimpleStatusAggregator,ConfigurationCondition$ConfigurationPhase,ConfigurableListableBeanFactory,SpringBootCondition,MultiValueMap",""
"io.grpc",5,18,61,126,114,1440,"StreamObserver,Channel,ManagedChannelBuilder,GrpcSslContexts,SslContextBuilder,ClientCallStreamObserver,ClientResponseObserver,Status,OutOfDirectMemoryError",""
"org.hamcrest",5,27,59,370,114,1440,"StringDescription,Description,CoreMatchers,Matcher,TypeSafeMatcher,BaseMatcher,Matchers",""
"reactor.core",5,28,53,203,114,1440,"Scheduler,Schedulers,SignalType,Flux,Mono,BaseSubscriber,FluxSink,FluxSink$OverflowStrategy,Signal",""
"com.google",4,9,12,18,114,1440,"JsonArray,JsonObject,JsonElement,JsonParser,ByteString,Strings",""
"com.github",3,7,21,107,114,1440,"TaskInstanceId,TaskInstance,SchedulerState,ScheduledExecution,Scheduler,Tasks$OneTimeTaskBuilder,TaskWithDataDescriptor,ExecutionContext,Task",""
"com.thoughtworks",3,10,33,121,114,1440,"CollectionConverter,UnmarshallingContext,MarshallingContext,Mapper,HierarchicalStreamReader,HierarchicalStreamWriter,XStream,MapConverter,CannotResolveClassException",""
"org.jobrunr",3,5,7,34,114,1440,"JobBuilder,JobScheduler",""
"org.axonframework",2,7,17,59,114,1440,"SpringUtils,SpringDataSourceConnectionProvider,SpringTransactionManager,GlobalMetricRegistry,MetricsConfigurerModule,SpringAggregateSnapshotter$Builder,SpringAggregateSnapshotter,SpringResourceInjector,HandlerDefinitionFactoryBean",""
"org.junit",2,4,8,14,114,1440,"Statement,TestRule,Description,ExtensionContext,BeforeEachCallback,AfterEachCallback,Assertions",""
"org.quartz",2,9,36,187,114,1440,"JobDataMap,JobKey,Job,Scheduler,JobExecutionContext,SchedulerContext,Trigger,JobExecutionException,JobDetail",""
"com.lmax",1,7,14,46,114,1440,"RingBuffer,EventHandler,ProducerType,WaitStrategy,BlockingWaitStrategy,Disruptor,ExceptionHandler,LifecycleAware,EventHandlerGroup",""
"io.micrometer",1,1,2,6,114,1440,"SimpleMeterRegistry,MeterRegistry",""
"io.opentelemetry",1,5,21,74,114,1440,"TextMapSetter,TextMapGetter,Context,SpanKind,SpanBuilder,Span,TextMapPropagator,Tracer,SpanContext",""
"jakarta.validation",1,2,5,15,114,1440,"ConstraintViolation,Validator,ValidatorFactory,Validation",""
"javax.cache",1,2,12,48,114,1440,"CacheEntryListenerConfiguration,Cache,CacheEntryExpiredListener,CacheEntryListener,CacheEntryCreatedListener,CacheEntryEvent,CacheEntryListenerException,CacheEntryEventFilter,CacheEntryRemovedListener",""
"javax.validation",1,2,5,15,114,1440,"ValidatorFactory,Validation,ConstraintViolation,Validator",""
"net.sf",1,2,8,54,114,1440,"Ehcache,CacheEventListener,RegisteredEventListeners,Element,CacheException",""
"nu.xom",1,3,5,15,114,1440,"Document,Builder,ParsingException",""
"org.dom4j",1,3,4,14,114,1440,"Document,STAXEventReader",""
"org.ehcache",1,3,10,45,114,1440,"CacheEvent,CacheEventListener,EventType,EventFiring,CacheRuntimeConfiguration,EventOrdering,Ehcache",""
"org.testcontainers",1,3,13,42,114,1440,"Wait,DockerImageName,GenericContainer,HttpWaitStrategy,MountableFile,ContainerLaunchException",""
