"externalSecondLevelPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_overall.cypher"
"javax.annotation",76,342,374,1730,114,1440,"Nonnull,Nullable,PreDestroy",""
"org.slf4j",66,142,255,717,114,1440,"Logger,LoggerFactory",""
"com.fasterxml",15,33,89,199,114,1440,"JsonTypeInfo$Id,JsonTypeInfo,JsonGetter,JsonProperty,JsonCreator,JsonTypeInfo$As,JsonIgnore,TypeFactory,JacksonException",""
"javax.persistence",15,27,82,311,114,1440,"IdClass,MappedSuperclass,Id,Entity,Index,Table,EntityManager,TypedQuery,Query",""
"jakarta.persistence",10,25,73,299,114,1440,"MappedSuperclass,IdClass,Id,TypedQuery,Query,EntityManager,Entity,Index,Table",""
"io.axoniq",9,67,198,984,114,1440,"ErrorMessage,ErrorMessage$Builder,ServerAddress,AxonServerConnectionFactory$Builder,AxonServerConnectionFactory,NodeInfo,NodeInfo$Builder,InstructionAck,InstructionAck$Builder",""
"org.springframework",8,53,245,528,114,1440,"ConfigurationProperties,Status,Health$Builder,AbstractHealthIndicator,SimpleStatusAggregator,Conditional,ConditionContext,ConfigurationCondition$ConfigurationPhase,AnnotatedTypeMetadata",""
"io.grpc",5,18,61,126,114,1440,"StreamObserver,ManagedChannelBuilder,GrpcSslContexts,SslContextBuilder,Channel,CallOptions,ClientCall,MethodDescriptor,MethodDescriptor$MethodType",""
"org.hamcrest",5,27,59,370,114,1440,"CoreMatchers,StringDescription,Matcher,Description,TypeSafeMatcher,BaseMatcher,Matchers",""
"reactor.core",5,28,53,203,114,1440,"Scheduler,Schedulers,Flux,Mono,BaseSubscriber,SignalType,FluxSink,Sinks$EmitResult,Sinks$Many",""
"com.google",4,9,12,18,114,1440,"JsonArray,JsonObject,JsonElement,JsonParser,ByteString,Strings",""
"com.github",3,7,21,107,114,1440,"ScheduledExecution,Task,SchedulerState,TaskInstance,Scheduler,TaskWithDataDescriptor,Tasks$OneTimeTaskBuilder,ExecutionContext,TaskInstanceId",""
"com.thoughtworks",3,10,33,121,114,1440,"UnmarshallingContext,HierarchicalStreamReader,MarshallingContext,HierarchicalStreamWriter,MapConverter,Mapper,XStream,CollectionConverter,CannotResolveClassException",""
"org.jobrunr",3,5,7,34,114,1440,"JobScheduler,JobBuilder",""
"org.axonframework",2,7,17,59,114,1440,"SpringUtils,HandlerDefinitionFactoryBean,SpringResourceInjector,SpringSagaLookup,MessageHandlerLookup,SpringAxonConfiguration,SpringAggregateLookup,SpringParameterResolverFactoryBean,SpringConfigurer",""
"org.junit",2,4,8,14,114,1440,"ExtensionContext,BeforeEachCallback,AfterEachCallback,Statement,TestRule,Description,Assertions",""
"org.quartz",2,9,36,187,114,1440,"JobDataMap,Job,JobExecutionContext,SchedulerContext,Trigger,JobExecutionException,JobKey,Scheduler,JobDetail",""
"com.lmax",1,7,14,46,114,1440,"EventHandlerGroup,Disruptor,RingBuffer,EventHandler,ExceptionHandler,LifecycleAware,WaitStrategy,BlockingWaitStrategy,ProducerType",""
"io.micrometer",1,1,2,6,114,1440,"MeterRegistry,SimpleMeterRegistry",""
"io.opentelemetry",1,5,21,74,114,1440,"Span,Scope,SpanBuilder,StatusCode,SpanContext,TextMapSetter,TextMapGetter,GlobalOpenTelemetry,Tracer",""
"jakarta.validation",1,2,5,15,114,1440,"ConstraintViolation,Validator,ValidatorFactory,Validation",""
"javax.cache",1,2,12,48,114,1440,"CacheEntryListenerConfiguration,Cache,CacheEntryExpiredListener,CacheEntryListenerException,Factory,CacheEntryRemovedListener,CacheEntryUpdatedListener,CacheEntryCreatedListener,CacheEntryEventFilter",""
"javax.validation",1,2,5,15,114,1440,"Validation,Validator,ValidatorFactory,ConstraintViolation",""
"net.sf",1,2,8,54,114,1440,"RegisteredEventListeners,Element,Ehcache,CacheEventListener,CacheException",""
"nu.xom",1,3,5,15,114,1440,"Document,Builder,ParsingException",""
"org.dom4j",1,3,4,14,114,1440,"Document,STAXEventReader",""
"org.ehcache",1,3,10,45,114,1440,"EventType,CacheRuntimeConfiguration,CacheEventListener,Ehcache,EventFiring,EventOrdering,CacheEvent",""
"org.testcontainers",1,3,13,42,114,1440,"Wait,DockerImageName,GenericContainer,HttpWaitStrategy,MountableFile,ContainerLaunchException",""
