"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-eventsourcing-4.10.3",9,9,100,133,44,33.08,"axon-messaging-4.10.3",false,12,40,"org.axonframework.eventhandling,org.axonframework.common","MultiStreamableMessageSource$Builder,EventHandler,GenericDomainEventMessage,BuilderUtils","org.axonframework.eventsourcing,org.axonframework.eventsourcing.conflictresolution","MultiStreamableMessageSource$Builder,EventSourcingHandler,AggregateSnapshotter,DefaultSnapshotterSpanFactory$Builder",""
"axon-eventsourcing-4.10.3",9,9,100,133,75,56.39,"axon-messaging-4.10.3",true,17,40,"org.axonframework.eventhandling,org.axonframework.tracing","EventMessage,Span,HandlerDefinition,ParameterResolverFactory","org.axonframework.eventsourcing,org.axonframework.eventsourcing.conflictresolution","NoSnapshotTriggerDefinition$NoSnapshotTrigger,SnapshotterSpanFactory,AggregateSnapshotter,DefaultSnapshotterSpanFactory$Builder",""
"axon-modelling-4.10.3",10,9,90,158,90,56.96,"axon-messaging-4.10.3",true,15,39,"org.axonframework.messaging,org.axonframework.tracing","Message,SpanFactory,ScopeDescriptor,Property","org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","Aggregate,DefaultRepositorySpanFactory$Builder,AggregateScopeDescriptor,ForwardMatchingInstances",""
"axon-modelling-4.10.3",10,9,90,158,79,50,"axon-messaging-4.10.3",false,14,46,"org.axonframework.common,org.axonframework.common.property","ReflectionUtils,BuilderUtils,AxonException,Assert","org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","NoArgumentConstructorCreationPolicyAggregateFactory,DefaultRepositorySpanFactory$Builder,AggregateInvocationException,AggregateScopeDescriptor",""
"axon-server-connector-4.10.3",11,8,72.73,136,60,44.12,"axon-messaging-4.10.3",true,19,58,"org.axonframework.messaging,org.axonframework.common","MessageDispatchInterceptor,Registration,Message,Lifecycle","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util","DispatchInterceptors,AxonServerConnectionManager,ServerConnectorConfigurerModule,TargetContextResolver",""
"axon-test-4.10.3",8,8,100,87,29,33.33,"axon-messaging-4.10.3",false,8,38,"org.axonframework.common,org.axonframework.eventhandling","AxonNonTransientException,Priority,GenericEventMessage,MetaData","org.axonframework.test,org.axonframework.test.aggregate","FixtureExecutionException,FixtureResourceParameterResolverFactory,StubAggregateLifecycle$1,StubAggregateLifecycle",""
"axon-server-connector-4.10.3",11,7,63.64,136,47,34.56,"axon-messaging-4.10.3",false,20,73,"org.axonframework.messaging,org.axonframework.commandhandling","EventPublicationFailedException,HandlerExecutionException,NoHandlerForCommandException,NoHandlerForQueryException","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util","ErrorCode,ErrorCode$ExceptionBuilder,ServerConnectorConfigurerModule,AxonServerException",""
"axon-test-4.10.3",8,7,87.5,87,35,40.23,"axon-messaging-4.10.3",true,10,31,"org.axonframework.messaging.annotation,org.axonframework.messaging","ParameterResolver,Message,ParameterResolverFactory,EventMessage","org.axonframework.test,org.axonframework.test.aggregate","FixtureResourceParameterResolverFactory$FailingParameterResolver,FixtureResourceParameterResolverFactory,StubAggregateLifecycle,AggregateTestFixture$IdentifierValidatingRepository",""
"axon-spring-boot-autoconfigure-4.10.3",9,5,55.56,75,18,24,"axon-messaging-4.10.3",true,22,44,"org.axonframework.messaging.deadletter,org.axonframework.eventhandling","SequencedDeadLetterQueue,EventMessage,EntityManagerProvider,DuplicateCommandHandlerResolver","org.axonframework.springboot.util,org.axonframework.springboot.util.legacyjpa","DeadLetterQueueProviderConfigurerModule,ContainerManagedEntityManagerProvider,AxonAutoConfiguration,OpenTelemetryAutoConfiguration",""
"axon-eventsourcing-4.10.3",9,4,44.44,133,12,9.02,"axon-modelling-4.10.3",false,2,10,"org.axonframework.modelling.command.inspection,org.axonframework.modelling.command","AnnotatedAggregateMetaModelFactory,AggregateNotFoundException,AnnotatedAggregate,ConcurrencyException","org.axonframework.eventsourcing,org.axonframework.eventsourcing.conflictresolution","AggregateSnapshotter,AggregateDeletedException,AbstractAggregateFactory,GenericAggregateFactory",""
"axon-server-connector-4.10.3",11,4,36.36,136,10,7.35,"axon-configuration-4.10.3",true,1,6,"org.axonframework.config","ConfigurerModule,Configurer,Configuration,ModuleConfiguration","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.heartbeat","ServerConnectorConfigurerModule,HeartbeatConfiguration,EventProcessorControlService,PersistentStreamConnection$SegmentConnection",""
