"similarity","package1.fqn","package2.fqn","artifactName1","package1.name","package1.incomingDependencies","package1.outgoingDependencies","artifactName2","package2.name","package2.incomingDependencies","package2.outgoingDependencies","Source Cypher File: Similarity/Similarity_4_Stream.cypher"
1,"org.axonframework.common.annotation","org.axonframework.common.property","axon-messaging-4.8.0","annotation",22,3,"axon-messaging-4.8.0","property",23,15,""
1,"org.axonframework.common.caching","org.axonframework.common.lock","axon-messaging-4.8.0","caching",37,49,"axon-messaging-4.8.0","lock",46,25,""
1,"org.axonframework.common.jpa","org.axonframework.common.legacyjpa","axon-messaging-4.8.0","jpa",16,6,"axon-messaging-4.8.0","legacyjpa",14,6,""
1,"org.axonframework.common.legacyjpa","org.axonframework.common.jpa","axon-messaging-4.8.0","legacyjpa",14,6,"axon-messaging-4.8.0","jpa",16,6,""
1,"org.axonframework.common.lock","org.axonframework.common.caching","axon-messaging-4.8.0","lock",46,25,"axon-messaging-4.8.0","caching",37,49,""
1,"org.axonframework.common.property","org.axonframework.common.annotation","axon-messaging-4.8.0","property",23,15,"axon-messaging-4.8.0","annotation",22,3,""
0.808695652173913,"org.axonframework.deadline.dbscheduler","org.axonframework.deadline.quartz","axon-messaging-4.8.0","dbscheduler",6,503,"axon-messaging-4.8.0","quartz",5,481,""
0.808695652173913,"org.axonframework.deadline.quartz","org.axonframework.deadline.dbscheduler","axon-messaging-4.8.0","quartz",5,481,"axon-messaging-4.8.0","dbscheduler",6,503,""
0.79,"org.axonframework.deadline.jobrunr","org.axonframework.deadline.quartz","axon-messaging-4.8.0","jobrunr",5,433,"axon-messaging-4.8.0","quartz",5,481,""
0.79,"org.axonframework.deadline.quartz","org.axonframework.deadline.jobrunr","axon-messaging-4.8.0","quartz",5,481,"axon-messaging-4.8.0","jobrunr",5,433,""
0.75,"org.axonframework.common.annotation","org.axonframework.common.digest","axon-messaging-4.8.0","annotation",22,3,"axon-messaging-4.8.0","digest",2,1,""
0.75,"org.axonframework.common.digest","org.axonframework.common.annotation","axon-messaging-4.8.0","digest",2,1,"axon-messaging-4.8.0","annotation",22,3,""
0.75,"org.axonframework.common.digest","org.axonframework.common.property","axon-messaging-4.8.0","digest",2,1,"axon-messaging-4.8.0","property",23,15,""
0.75,"org.axonframework.common.property","org.axonframework.common.digest","axon-messaging-4.8.0","property",23,15,"axon-messaging-4.8.0","digest",2,1,""
0.7215189873417721,"org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.eventstore.legacyjpa","axon-eventsourcing-4.8.0","jpa",9,236,"axon-eventsourcing-4.8.0","legacyjpa",23,375,""
0.7215189873417721,"org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.eventsourcing.eventstore.jpa","axon-eventsourcing-4.8.0","legacyjpa",23,375,"axon-eventsourcing-4.8.0","jpa",9,236,""
0.7181818181818181,"org.axonframework.deadline.dbscheduler","org.axonframework.deadline.jobrunr","axon-messaging-4.8.0","dbscheduler",6,503,"axon-messaging-4.8.0","jobrunr",5,433,""
0.7181818181818181,"org.axonframework.deadline.jobrunr","org.axonframework.deadline.dbscheduler","axon-messaging-4.8.0","jobrunr",5,433,"axon-messaging-4.8.0","dbscheduler",6,503,""
0.711864406779661,"org.axonframework.messaging.deadletter","org.axonframework.messaging.unitofwork","axon-messaging-4.8.0","deadletter",198,105,"axon-messaging-4.8.0","unitofwork",258,123,""
0.711864406779661,"org.axonframework.messaging.unitofwork","org.axonframework.messaging.deadletter","axon-messaging-4.8.0","unitofwork",258,123,"axon-messaging-4.8.0","deadletter",198,105,""
0.6909090909090909,"org.axonframework.serialization.json","org.axonframework.serialization.xml","axon-messaging-4.8.0","json",7,87,"axon-messaging-4.8.0","xml",17,28,""
0.6909090909090909,"org.axonframework.serialization.xml","org.axonframework.serialization.json","axon-messaging-4.8.0","xml",17,28,"axon-messaging-4.8.0","json",7,87,""
0.6785714285714286,"org.axonframework.eventhandling.scheduling.dbscheduler","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.8.0","dbscheduler",6,213,"axon-messaging-4.8.0","jobrunr",3,209,""
0.6785714285714286,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.eventhandling.scheduling.dbscheduler","axon-messaging-4.8.0","jobrunr",3,209,"axon-messaging-4.8.0","dbscheduler",6,213,""
0.6666666666666666,"org.axonframework.common.annotation","org.axonframework.test.server","axon-messaging-4.8.0","annotation",22,3,"axon-test-4.8.0","server",1,2,""
0.6666666666666666,"org.axonframework.common.property","org.axonframework.test.server","axon-messaging-4.8.0","property",23,15,"axon-test-4.8.0","server",1,2,""
0.6666666666666666,"org.axonframework.test.server","org.axonframework.common.annotation","axon-test-4.8.0","server",1,2,"axon-messaging-4.8.0","annotation",22,3,""
0.6666666666666666,"org.axonframework.test.server","org.axonframework.common.property","axon-test-4.8.0","server",1,2,"axon-messaging-4.8.0","property",23,15,""
0.6470588235294118,"org.axonframework.eventhandling.scheduling.dbscheduler","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.8.0","dbscheduler",6,213,"axon-messaging-4.8.0","quartz",10,202,""
0.6470588235294118,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.scheduling.dbscheduler","axon-messaging-4.8.0","quartz",10,202,"axon-messaging-4.8.0","dbscheduler",6,213,""
0.6363636363636364,"org.axonframework.common.caching","org.axonframework.test.matchers","axon-messaging-4.8.0","caching",37,49,"axon-test-4.8.0","matchers",61,51,""
0.6363636363636364,"org.axonframework.common.lock","org.axonframework.test.matchers","axon-messaging-4.8.0","lock",46,25,"axon-test-4.8.0","matchers",61,51,""
0.6363636363636364,"org.axonframework.test.matchers","org.axonframework.common.caching","axon-test-4.8.0","matchers",61,51,"axon-messaging-4.8.0","caching",37,49,""
0.6363636363636364,"org.axonframework.test.matchers","org.axonframework.common.lock","axon-test-4.8.0","matchers",61,51,"axon-messaging-4.8.0","lock",46,25,""
